CustomerID,TelecomCompany,Region,Age,Gender,ContractType,ContractDuration,TenureMonths,MonthlyCharges,DataUsageGB,CallDurationMinutes,ComplaintsFiled,CustomerSupportCalls,PaymentMethod,InternetService,AdditionalServices,DiscountOfferUsed,BillingIssuesReported,Churn
5520,Airtel,Mbeya,57,Male,Prepaid,6 Months,42,21507.05,55.47,1074,6,8,Mobile Money,None,VPN,Yes,0,No
3049,Vodacom,Tanga,41,Male,Prepaid,12 Months,44,16802.52,1.66,2234,3,8,Mobile Money,Mobile Data,Cloud Storage,No,1,No
370,Tigo,Tanga,20,Male,Prepaid,6 Months,23,9539.97,87.17,1223,6,6,Cash,Mobile Data,Cloud Storage,No,2,No
1127,Tigo,Dar es Salaam,36,Female,Prepaid,24 Months,24,33486.93,94.48,4872,8,7,Bank Transfer,Mobile Data,VPN,No,1,No
8307,Vodacom,Mbeya,43,Male,Prepaid,24 Months,37,17936.87,33.21,1340,3,1,Cash,Mobile Data,Streaming,No,1,No
10675,Zantel,Lindi,54,Female,Prepaid,6 Months,16,5110.16,92.32,1042,1,0,Cash,Broadband,Cloud Storage,Yes,1,Yes
5967,Vodacom,Dodoma,65,Male,Prepaid,24 Months,55,10322.61,45.15,2181,5,2,Bank Transfer,None,None,Yes,0,Yes
11909,TTCL,Singida,19,Female,Postpaid,24 Months,11,34994.33,43.36,2216,7,5,Credit Card,None,VPN,Yes,0,Yes
9948,Airtel,Mwanza,53,Male,Prepaid,24 Months,51,7480.85,39.37,2049,2,4,Credit Card,DSL,Streaming,No,2,No
2822,Airtel,Arusha,27,Male,Postpaid,12 Months,52,26299.07,46.63,2127,5,2,Credit Card,DSL,Streaming,No,1,No
11479,Halotel,Simiyu,62,Female,Postpaid,12 Months,6,5884.72,85.82,1045,3,0,Bank Transfer,Mobile Data,Cloud Storage,Yes,0,No
7341,Tigo,Dar es Salaam,55,Male,Postpaid,24 Months,55,38454.18,73.02,236,9,4,Bank Transfer,Fiber,None,No,2,No
8230,Airtel,Mwanza,21,Male,Postpaid,24 Months,36,42024.08,85.06,4086,6,0,Mobile Money,Mobile Data,Cloud Storage,Yes,0,No
2743,Airtel,Tanga,46,Female,Prepaid,24 Months,39,23094.83,94.02,3707,6,8,Cash,DSL,None,Yes,1,Yes
6297,Tigo,Dar es Salaam,24,Female,Prepaid,24 Months,46,14541.24,6.07,2514,0,5,Cash,DSL,Cloud Storage,Yes,1,No
3710,Halotel,Mbeya,52,Female,Postpaid,6 Months,26,12649.69,68.77,3769,6,6,Cash,Mobile Data,Cloud Storage,Yes,2,No
8910,Vodacom,Mwanza,55,Male,Prepaid,12 Months,48,35964.77,73.38,4694,4,4,Mobile Money,None,VPN,Yes,1,No
5600,Tigo,Dar es Salaam,58,Female,Prepaid,6 Months,51,5946.47,73.55,2287,7,1,Credit Card,Mobile Data,Streaming,Yes,0,No
12156,Tigo,Mtwara,56,Male,Prepaid,1 Month,4,31645.39,61.79,109,4,7,Bank Transfer,Broadband,None,No,0,No
3289,Airtel,Mbeya,22,Male,Postpaid,1 Month,36,7260.75,76.38,517,2,0,Credit Card,None,Cloud Storage,No,0,No
11574,Halotel,Kagera,19,Male,Prepaid,24 Months,7,41560.95,63.57,2398,0,6,Cash,Broadband,Cloud Storage,No,4,Yes
10899,Airtel,Geita,26,Female,Postpaid,6 Months,13,46749.97,88.63,4439,2,6,Credit Card,Broadband,VPN,Yes,0,No
5902,Airtel,Mwanza,59,Female,Postpaid,6 Months,57,41761.86,73.28,4829,0,9,Credit Card,DSL,VPN,No,0,No
5934,Airtel,Zanzibar,45,Male,Postpaid,12 Months,36,48852.54,33.74,3539,0,7,Mobile Money,Fiber,Streaming,Yes,1,No
1321,Tigo,Tanga,28,Male,Postpaid,24 Months,56,40761.33,36.43,2781,1,1,Bank Transfer,Mobile Data,Cloud Storage,No,1,No
10758,Airtel,Katavi,19,Male,Postpaid,12 Months,30,12262.34,36.85,3241,5,2,Mobile Money,Mobile Data,Cloud Storage,No,2,No
2738,Vodacom,Dodoma,60,Female,Postpaid,12 Months,40,42443.73,22.03,798,1,5,Bank Transfer,Mobile Data,None,No,1,Yes
3395,Airtel,Mbeya,55,Female,Postpaid,12 Months,21,37247.88,52.52,4476,3,0,Credit Card,DSL,None,No,1,No
10378,TTCL,Iringa,63,Female,Prepaid,12 Months,31,22204.08,74.38,2222,6,1,Bank Transfer,Mobile Data,Cloud Storage,No,4,Yes
3656,Tigo,Dar es Salaam,38,Male,Prepaid,1 Month,20,45966.14,26.56,2779,7,3,Bank Transfer,None,VPN,No,2,No
3787,Tigo,Dodoma,31,Female,Prepaid,12 Months,35,17977.75,79.42,4909,3,4,Credit Card,Fiber,Cloud Storage,Yes,0,No
4357,Airtel,Zanzibar,57,Male,Prepaid,24 Months,25,39506.31,67.37,3418,8,7,Cash,Fiber,Cloud Storage,No,0,Yes
1438,Tigo,Dodoma,65,Female,Prepaid,1 Month,33,34213.15,44.75,1048,2,0,Credit Card,DSL,VPN,No,1,Yes
5609,Vodacom,Mbeya,36,Male,Postpaid,6 Months,16,22009.91,86.23,835,3,6,Credit Card,Fiber,Cloud Storage,Yes,2,No
7110,Vodacom,Dodoma,52,Female,Prepaid,6 Months,15,29090.92,39.94,4842,2,5,Cash,Fiber,Cloud Storage,No,2,No
2819,Halotel,Mwanza,45,Female,Postpaid,12 Months,5,18596.41,77.61,3273,1,5,Bank Transfer,Mobile Data,Streaming,No,1,Yes
3433,Tigo,Mwanza,58,Male,Prepaid,6 Months,10,38161.53,67.81,4634,2,3,Bank Transfer,None,Cloud Storage,No,0,No
7723,Tigo,Zanzibar,58,Male,Postpaid,6 Months,37,28570.13,60.86,4919,7,3,Bank Transfer,Mobile Data,Streaming,No,2,Yes
6307,Tigo,Dodoma,33,Female,Prepaid,12 Months,53,8313.83,14.44,4823,8,3,Mobile Money,None,Cloud Storage,No,2,No
1062,Tigo,Mwanza,62,Male,Postpaid,1 Month,48,42018.1,88.22,1058,6,7,Credit Card,DSL,VPN,No,0,No
7329,Vodacom,Arusha,65,Female,Prepaid,6 Months,47,47335.01,86.72,3774,2,9,Mobile Money,Mobile Data,None,No,0,No
3942,Tigo,Mwanza,34,Female,Postpaid,6 Months,29,32633.52,49.45,4478,8,3,Credit Card,Fiber,Streaming,No,2,No
1200,Halotel,Dodoma,51,Male,Prepaid,24 Months,46,9721.79,43.85,1317,8,8,Credit Card,Fiber,Streaming,No,1,No
1756,Halotel,Dodoma,53,Female,Postpaid,1 Month,48,25727.05,94.61,1648,4,3,Credit Card,DSL,Streaming,Yes,0,No
3723,Vodacom,Dar es Salaam,19,Female,Postpaid,1 Month,40,7157.05,65.25,210,8,6,Mobile Money,Fiber,VPN,Yes,1,Yes
3510,Vodacom,Arusha,27,Male,Prepaid,1 Month,20,45381.02,74.27,739,6,4,Bank Transfer,None,Cloud Storage,No,0,Yes
10328,Zantel,Songwe,44,Female,Postpaid,1 Month,28,8310.87,54.5,780,3,6,Cash,Broadband,Streaming,Yes,1,No
1640,Airtel,Tanga,53,Female,Prepaid,6 Months,57,39755.42,27.87,78,2,7,Mobile Money,Fiber,Cloud Storage,Yes,1,No
11175,Halotel,Mara,57,Female,Postpaid,6 Months,4,39311.6,69.39,358,5,3,Cash,Mobile Data,Streaming,No,0,No
6626,Tigo,Mbeya,40,Male,Postpaid,12 Months,33,17254.24,92.02,58,0,9,Mobile Money,Fiber,Cloud Storage,Yes,1,No
12127,Halotel,Pemba North,36,Female,Postpaid,6 Months,10,13382.09,85.78,377,0,8,Cash,None,None,Yes,0,Yes
11854,Zantel,Tabora,38,Female,Prepaid,6 Months,6,8857.56,54.72,3642,3,6,Mobile Money,Broadband,Streaming,No,2,Yes
1673,Vodacom,Arusha,54,Female,Prepaid,1 Month,34,13965.53,81.04,293,5,5,Bank Transfer,Mobile Data,None,No,1,Yes
3405,Vodacom,Dodoma,53,Female,Prepaid,6 Months,49,40589.36,24.06,1287,2,8,Mobile Money,Fiber,VPN,No,1,No
9158,Vodacom,Mwanza,50,Female,Prepaid,1 Month,13,27058.13,12.41,3847,5,7,Cash,Fiber,Streaming,No,0,No
4112,Tigo,Mwanza,33,Male,Postpaid,12 Months,28,19610.34,12.59,4189,4,7,Mobile Money,None,Streaming,No,2,No
5409,Tigo,Dar es Salaam,58,Male,Prepaid,24 Months,40,38571.86,53.24,1909,5,8,Cash,Mobile Data,Streaming,No,2,No
5663,Airtel,Zanzibar,65,Male,Postpaid,1 Month,32,29732.91,44.64,2926,4,9,Bank Transfer,Mobile Data,Streaming,No,2,No
6316,Airtel,Zanzibar,56,Female,Postpaid,12 Months,35,35272.6,7.99,2514,2,0,Bank Transfer,None,VPN,Yes,1,Yes
2775,Halotel,Mbeya,29,Female,Postpaid,1 Month,41,44821.61,44.18,2095,2,3,Cash,Fiber,VPN,No,1,Yes
4448,Airtel,Mwanza,48,Male,Postpaid,6 Months,34,43869.13,86.53,2697,3,4,Bank Transfer,Fiber,VPN,No,1,No
6935,Halotel,Mbeya,54,Female,Postpaid,1 Month,16,30682.64,36.43,4651,1,5,Cash,Mobile Data,Cloud Storage,Yes,0,No
4,Halotel,Tanga,54,Female,Postpaid,6 Months,9,12779.27,52.02,602,7,6,Credit Card,None,Cloud Storage,Yes,2,No
7005,Vodacom,Tanga,32,Male,Prepaid,6 Months,10,18427.51,0.21,2868,8,2,Cash,DSL,None,No,0,No
9278,Halotel,Dodoma,38,Male,Prepaid,6 Months,23,47545.57,78.82,3846,4,3,Mobile Money,Fiber,Cloud Storage,No,2,No
6748,Tigo,Dodoma,59,Male,Postpaid,1 Month,15,43678.47,80.44,4358,8,5,Mobile Money,None,Streaming,No,2,No
2123,Tigo,Tanga,39,Male,Prepaid,24 Months,25,19140.89,51.75,907,0,2,Cash,DSL,None,No,0,No
2552,Halotel,Dodoma,29,Male,Postpaid,12 Months,29,27656.51,65.92,4812,0,0,Mobile Money,DSL,Cloud Storage,No,1,Yes
8152,Halotel,Dodoma,19,Female,Postpaid,6 Months,35,12586.62,79.54,4687,3,0,Bank Transfer,DSL,Streaming,No,2,No
7426,Airtel,Mwanza,55,Male,Prepaid,6 Months,5,40260.9,93.04,997,8,4,Bank Transfer,Mobile Data,Streaming,Yes,2,No
2244,Airtel,Arusha,58,Female,Prepaid,6 Months,31,25471.4,82.29,897,6,0,Cash,DSL,None,No,0,No
11801,Halotel,Singida,68,Female,Prepaid,1 Month,50,41267.27,92.35,4348,0,8,Credit Card,Mobile Data,None,No,4,No
1644,Vodacom,Dodoma,42,Male,Prepaid,12 Months,13,48425.84,67.57,2765,8,9,Mobile Money,DSL,Streaming,No,2,Yes
10796,TTCL,Iringa,44,Female,Postpaid,1 Month,25,31712.3,89.69,3395,7,0,Mobile Money,None,Cloud Storage,No,2,Yes
3513,Airtel,Dar es Salaam,28,Female,Postpaid,12 Months,45,31822.92,85.96,4618,9,6,Bank Transfer,DSL,None,No,0,Yes
3635,Airtel,Zanzibar,33,Female,Prepaid,24 Months,13,34589.09,8.7,3703,3,1,Credit Card,None,Streaming,No,0,Yes
4034,Halotel,Zanzibar,29,Female,Prepaid,6 Months,28,43593.38,44.56,4599,9,6,Cash,None,VPN,Yes,1,No
9882,Airtel,Mwanza,36,Female,Prepaid,24 Months,38,32911.39,22.88,3306,2,5,Cash,Fiber,None,No,0,No
4404,Vodacom,Zanzibar,52,Female,Postpaid,24 Months,7,12599.86,47.17,2950,3,5,Mobile Money,None,Cloud Storage,No,1,Yes
9160,Vodacom,Mbeya,35,Male,Prepaid,12 Months,34,35156.17,22.67,3474,7,2,Credit Card,None,Cloud Storage,Yes,1,No
6822,Vodacom,Dodoma,66,Male,Prepaid,6 Months,49,10447.38,10.11,2045,6,1,Bank Transfer,Mobile Data,Streaming,No,0,Yes
1209,Halotel,Mwanza,34,Male,Postpaid,1 Month,26,40317.16,32.16,2307,1,9,Credit Card,Fiber,VPN,No,2,Yes
6249,Halotel,Arusha,51,Male,Prepaid,12 Months,50,29883.11,78.27,1833,7,8,Cash,Fiber,Streaming,No,1,No
11724,Zantel,Kagera,57,Male,Postpaid,1 Month,6,44990.83,6.54,1667,0,4,Cash,Mobile Data,Cloud Storage,No,0,Yes
11434,Halotel,Mtwara,61,Female,Prepaid,12 Months,21,7987.48,42.31,3330,5,9,Bank Transfer,Mobile Data,VPN,Yes,4,No
12245,Tigo,Zanzibar North,44,Female,Postpaid,1 Month,41,24377.02,7.2,937,5,5,Mobile Money,None,Streaming,Yes,3,No
5237,Airtel,Arusha,32,Male,Prepaid,24 Months,16,44539.89,12.45,2236,6,0,Cash,Fiber,Cloud Storage,No,2,Yes
5617,Airtel,Mwanza,24,Male,Postpaid,1 Month,6,22146.76,86.28,4964,4,4,Cash,DSL,None,Yes,1,No
1481,Tigo,Tanga,24,Female,Prepaid,1 Month,57,46325.86,21.46,411,8,2,Cash,Fiber,Cloud Storage,No,1,No
8919,Halotel,Arusha,58,Female,Prepaid,24 Months,29,29144.08,43.32,327,4,0,Credit Card,Mobile Data,None,Yes,2,Yes
4997,Tigo,Mbeya,36,Female,Prepaid,24 Months,11,27200.79,67.5,3988,8,8,Cash,None,None,No,2,No
6304,Tigo,Mbeya,59,Female,Postpaid,24 Months,54,24628.32,79.94,1023,1,8,Mobile Money,None,VPN,Yes,0,No
964,Tigo,Mbeya,51,Female,Postpaid,24 Months,3,24757.67,32.09,125,6,8,Cash,Fiber,None,Yes,1,Yes
11086,Zantel,Shinyanga,20,Male,Postpaid,1 Month,16,13529.64,64.39,4495,3,0,Cash,Mobile Data,Cloud Storage,No,3,No
3453,Halotel,Zanzibar,59,Female,Postpaid,1 Month,42,23177.36,24.88,4689,0,9,Credit Card,Fiber,Cloud Storage,Yes,2,No
6669,Airtel,Dar es Salaam,41,Male,Prepaid,1 Month,2,13010.03,20.7,3201,9,7,Mobile Money,DSL,Cloud Storage,Yes,0,No
5635,Vodacom,Zanzibar,26,Female,Prepaid,6 Months,11,8173.31,75.23,3555,5,8,Mobile Money,DSL,Streaming,No,2,Yes
380,Halotel,Zanzibar,53,Female,Prepaid,1 Month,19,21206.82,25.83,1757,1,4,Bank Transfer,Mobile Data,Cloud Storage,No,0,No
3213,Tigo,Tanga,66,Male,Postpaid,6 Months,45,15447.3,94.92,3498,3,4,Mobile Money,Mobile Data,None,No,1,No
7841,Airtel,Tanga,33,Female,Postpaid,12 Months,34,27844.21,91.76,2738,8,7,Credit Card,Fiber,VPN,No,1,No
11822,TTCL,Rukwa,47,Male,Postpaid,1 Month,22,35562.27,76.23,83,9,9,Mobile Money,Broadband,Streaming,Yes,2,Yes
4813,Vodacom,Zanzibar,30,Male,Postpaid,24 Months,26,34668.87,95.09,2344,2,0,Cash,DSL,None,No,0,No
11225,Vodacom,Kigoma,52,Male,Postpaid,1 Month,15,27202.84,41.37,2729,7,5,Cash,Broadband,VPN,No,2,No
2031,Halotel,Arusha,49,Female,Postpaid,12 Months,18,24723.25,88.67,4146,7,6,Bank Transfer,Mobile Data,Cloud Storage,No,0,No
7439,Airtel,Arusha,62,Male,Prepaid,24 Months,40,42926.0,26.66,1750,8,0,Credit Card,Fiber,Cloud Storage,No,0,No
158,Halotel,Dodoma,26,Male,Postpaid,24 Months,44,7443.24,24.66,2443,4,8,Credit Card,DSL,Cloud Storage,No,0,Yes
10468,Halotel,Rukwa,18,Male,Prepaid,6 Months,37,42576.97,98.81,169,6,7,Mobile Money,None,VPN,No,3,No
10684,Tigo,Mara,57,Female,Postpaid,24 Months,46,39890.54,15.65,912,4,7,Bank Transfer,Broadband,Cloud Storage,Yes,0,Yes
335,Halotel,Dodoma,69,Male,Postpaid,1 Month,25,37638.56,51.25,4595,9,3,Cash,Fiber,Streaming,No,1,No
4939,Tigo,Dar es Salaam,53,Male,Postpaid,24 Months,18,44148.82,70.02,4007,3,2,Mobile Money,Fiber,None,No,1,Yes
3959,Tigo,Dar es Salaam,19,Male,Prepaid,1 Month,14,46070.19,26.63,4428,8,3,Cash,None,VPN,No,2,No
1267,Vodacom,Mbeya,54,Female,Postpaid,6 Months,41,42434.79,73.13,4014,0,6,Credit Card,None,Cloud Storage,No,2,Yes
2838,Vodacom,Arusha,26,Male,Prepaid,12 Months,43,37458.26,7.63,1457,6,7,Bank Transfer,Fiber,None,No,2,No
2083,Tigo,Dodoma,43,Female,Postpaid,6 Months,22,25163.49,86.96,2167,2,3,Bank Transfer,DSL,Cloud Storage,No,1,Yes
1448,Airtel,Zanzibar,62,Male,Postpaid,24 Months,13,41314.29,2.44,193,6,5,Credit Card,Mobile Data,VPN,Yes,0,No
1611,Vodacom,Zanzibar,32,Female,Prepaid,12 Months,39,47183.3,99.03,3349,0,4,Credit Card,DSL,Cloud Storage,No,2,No
10923,Airtel,Geita,21,Female,Prepaid,24 Months,48,23050.62,52.2,1595,7,9,Cash,None,Streaming,No,1,Yes
7033,Halotel,Mbeya,60,Female,Prepaid,24 Months,19,17265.15,33.21,4191,9,5,Cash,None,VPN,No,2,No
10000,Halotel,Dodoma,28,Female,Prepaid,24 Months,9,26957.78,65.79,2602,8,4,Cash,None,Cloud Storage,No,2,Yes
11253,Vodacom,Kagera,42,Female,Postpaid,24 Months,23,25567.75,68.21,425,5,9,Cash,Broadband,Streaming,Yes,0,Yes
6832,Airtel,Tanga,50,Male,Postpaid,24 Months,29,8814.82,68.72,2162,0,4,Credit Card,DSL,VPN,No,1,No
10425,Zantel,Pwani,36,Male,Prepaid,6 Months,1,9225.67,25.17,1306,2,6,Cash,Mobile Data,VPN,Yes,4,No
8883,Airtel,Mwanza,19,Male,Prepaid,1 Month,55,20831.23,83.42,3621,7,2,Cash,DSL,Streaming,Yes,2,No
9177,Halotel,Dar es Salaam,46,Male,Prepaid,24 Months,46,9775.21,6.3,2626,6,7,Credit Card,None,None,No,1,No
8748,Tigo,Arusha,26,Male,Postpaid,24 Months,10,10409.1,6.96,3979,3,8,Bank Transfer,Mobile Data,Cloud Storage,No,0,No
4762,Vodacom,Mwanza,26,Male,Prepaid,1 Month,18,36845.01,40.72,2572,2,7,Mobile Money,DSL,Streaming,Yes,1,No
9351,Airtel,Zanzibar,51,Female,Prepaid,1 Month,30,13811.74,95.81,1523,6,6,Credit Card,None,None,No,0,No
1823,Halotel,Arusha,43,Female,Postpaid,1 Month,30,36875.25,72.97,1828,7,5,Credit Card,DSL,Streaming,Yes,2,No
6032,Vodacom,Zanzibar,30,Male,Postpaid,6 Months,36,46227.81,18.91,4360,8,2,Bank Transfer,None,VPN,No,0,Yes
560,Vodacom,Zanzibar,33,Male,Postpaid,6 Months,25,17264.43,93.26,1822,6,6,Mobile Money,Mobile Data,Streaming,No,1,No
7222,Tigo,Mbeya,42,Male,Postpaid,1 Month,37,28925.0,9.34,4271,5,1,Credit Card,Mobile Data,None,No,0,Yes
1132,Airtel,Mbeya,36,Male,Postpaid,1 Month,11,44313.34,64.41,2297,2,3,Credit Card,DSL,None,No,1,No
5946,Airtel,Dodoma,39,Female,Postpaid,24 Months,43,40445.84,64.98,1223,2,5,Credit Card,DSL,None,No,2,No
5759,Tigo,Mwanza,24,Male,Prepaid,6 Months,25,29944.03,1.87,2107,4,8,Cash,DSL,VPN,No,1,Yes
2439,Airtel,Dodoma,57,Male,Prepaid,24 Months,37,34275.43,86.31,2372,3,1,Credit Card,Mobile Data,Cloud Storage,No,0,No
10107,Zantel,Njombe,69,Male,Postpaid,1 Month,49,39295.69,26.16,3862,3,5,Cash,Broadband,Streaming,No,2,Yes
5502,Halotel,Mwanza,18,Male,Postpaid,6 Months,21,43938.09,26.76,2071,5,4,Bank Transfer,Mobile Data,Cloud Storage,Yes,0,No
1872,Tigo,Zanzibar,42,Male,Postpaid,12 Months,57,46589.72,27.62,4140,5,3,Bank Transfer,None,VPN,No,2,No
6268,Halotel,Mwanza,47,Male,Postpaid,1 Month,30,24264.31,34.25,1772,6,4,Cash,None,Streaming,No,1,No
8618,Vodacom,Mwanza,62,Female,Prepaid,12 Months,2,12609.52,13.88,255,9,4,Bank Transfer,Fiber,VPN,No,2,No
1273,Halotel,Arusha,49,Male,Prepaid,24 Months,55,25941.6,54.17,3728,5,1,Mobile Money,Fiber,Streaming,No,2,Yes
11947,Zantel,Singida,55,Female,Prepaid,6 Months,26,49372.31,36.37,738,5,5,Mobile Money,Mobile Data,Streaming,Yes,0,No
3577,Halotel,Dodoma,56,Male,Prepaid,1 Month,28,38820.74,42.84,1761,2,9,Credit Card,None,Cloud Storage,No,0,No
11675,Zantel,Geita,28,Female,Postpaid,12 Months,38,35882.2,33.33,2264,7,6,Credit Card,Mobile Data,Cloud Storage,Yes,3,Yes
8658,Tigo,Dodoma,30,Female,Postpaid,1 Month,47,40640.96,87.87,1794,7,7,Cash,DSL,VPN,No,2,Yes
9647,Halotel,Mbeya,35,Male,Prepaid,12 Months,35,18982.58,91.61,948,5,9,Bank Transfer,None,Cloud Storage,No,2,Yes
9664,Vodacom,Zanzibar,27,Male,Postpaid,1 Month,11,47250.09,55.61,994,8,8,Cash,Fiber,Streaming,No,2,No
1397,Vodacom,Zanzibar,39,Male,Prepaid,1 Month,45,47532.5,7.18,2857,7,0,Mobile Money,None,None,No,1,No
3632,Vodacom,Mbeya,38,Male,Prepaid,1 Month,15,22938.98,16.65,3112,8,4,Cash,Mobile Data,Cloud Storage,No,1,Yes
3480,Vodacom,Dar es Salaam,28,Male,Prepaid,24 Months,59,20853.72,73.97,4356,3,3,Credit Card,DSL,VPN,No,1,No
5403,Vodacom,Zanzibar,50,Female,Prepaid,6 Months,47,29893.42,57.65,4130,6,0,Cash,DSL,Cloud Storage,No,1,No
6885,Vodacom,Mbeya,22,Male,Postpaid,24 Months,31,31043.73,53.55,3234,1,2,Cash,None,None,No,1,No
4946,Tigo,Tanga,28,Male,Prepaid,12 Months,37,21502.47,84.69,933,0,8,Mobile Money,Mobile Data,VPN,Yes,0,No
7692,Tigo,Arusha,19,Female,Prepaid,1 Month,54,33614.88,24.16,1624,4,9,Cash,Mobile Data,Streaming,No,1,No
6772,Halotel,Arusha,24,Male,Postpaid,24 Months,31,11764.53,8.8,59,7,4,Credit Card,Fiber,None,No,0,No
2827,Tigo,Zanzibar,39,Female,Postpaid,12 Months,37,25396.29,80.17,3204,1,1,Bank Transfer,Mobile Data,Streaming,No,1,Yes
11746,Airtel,Singida,32,Male,Postpaid,12 Months,35,27623.01,61.26,4593,9,5,Cash,Mobile Data,Streaming,Yes,2,Yes
9610,Vodacom,Zanzibar,47,Female,Prepaid,6 Months,42,16835.46,6.75,356,8,9,Credit Card,Mobile Data,None,Yes,1,Yes
569,Halotel,Tanga,21,Female,Postpaid,1 Month,1,32698.74,1.19,958,8,7,Mobile Money,Mobile Data,Cloud Storage,No,0,No
8843,Halotel,Arusha,42,Male,Postpaid,1 Month,44,41144.21,37.23,2031,3,9,Credit Card,DSL,None,No,1,No
3090,Tigo,Zanzibar,26,Female,Postpaid,24 Months,19,12156.13,96.35,2093,9,6,Credit Card,DSL,VPN,Yes,1,No
2420,Tigo,Arusha,28,Female,Prepaid,12 Months,17,30645.16,15.11,1784,4,5,Mobile Money,None,Streaming,No,2,No
11237,TTCL,Iringa,57,Male,Postpaid,1 Month,52,41911.4,79.41,2260,8,4,Mobile Money,None,Streaming,No,2,Yes
11615,Zantel,Mtwara,40,Male,Prepaid,12 Months,6,41291.55,35.53,121,9,4,Mobile Money,Mobile Data,None,No,1,Yes
10680,Zantel,Zanzibar South,39,Female,Prepaid,1 Month,56,9314.6,73.96,277,3,7,Cash,Mobile Data,None,Yes,2,No
9065,Halotel,Arusha,22,Female,Prepaid,24 Months,26,10034.61,47.34,798,3,6,Credit Card,Mobile Data,Cloud Storage,No,1,Yes
10543,Tigo,Pwani,49,Male,Postpaid,6 Months,15,35723.89,31.71,3698,7,0,Credit Card,Mobile Data,VPN,No,0,Yes
12365,Airtel,Geita,61,Male,Prepaid,24 Months,31,10480.55,42.94,4712,0,7,Cash,Broadband,None,No,4,Yes
4785,Tigo,Arusha,68,Female,Postpaid,6 Months,1,13393.7,70.54,3697,0,6,Mobile Money,Mobile Data,Cloud Storage,Yes,2,No
8880,Tigo,Tanga,45,Male,Prepaid,1 Month,8,13882.79,55.48,3756,3,3,Credit Card,Fiber,Streaming,No,1,Yes
5033,Halotel,Tanga,28,Female,Prepaid,1 Month,35,7831.19,24.7,154,8,7,Cash,Fiber,Streaming,No,1,Yes
2983,Airtel,Mbeya,32,Female,Prepaid,12 Months,15,41075.08,55.71,2294,2,3,Bank Transfer,DSL,Streaming,No,1,No
6464,Halotel,Mwanza,53,Male,Prepaid,1 Month,37,40451.15,79.48,3004,9,8,Cash,Fiber,VPN,No,0,Yes
2904,Airtel,Tanga,51,Female,Postpaid,1 Month,20,31851.17,8.04,4281,5,9,Bank Transfer,DSL,None,No,1,Yes
6344,Vodacom,Mbeya,50,Female,Prepaid,6 Months,22,24244.23,97.97,4640,7,8,Credit Card,Mobile Data,None,No,2,No
6447,Vodacom,Arusha,53,Female,Postpaid,6 Months,54,37740.71,49.72,2823,5,4,Mobile Money,Fiber,Cloud Storage,Yes,1,No
6148,Tigo,Zanzibar,38,Male,Prepaid,6 Months,40,35130.8,42.56,2102,3,7,Mobile Money,DSL,None,No,1,No
10167,Halotel,Katavi,48,Female,Postpaid,1 Month,43,32159.24,94.34,4051,0,3,Credit Card,None,VPN,No,3,No
2823,Vodacom,Mwanza,45,Female,Prepaid,6 Months,33,16367.11,21.92,923,3,5,Bank Transfer,DSL,None,No,2,No
10522,Vodacom,Kigoma,26,Female,Prepaid,24 Months,53,40716.06,34.07,4683,2,1,Cash,None,Cloud Storage,No,3,No
195,Vodacom,Mbeya,20,Female,Prepaid,24 Months,52,48457.62,42.47,3426,6,0,Mobile Money,DSL,None,No,0,No
4741,Vodacom,Mbeya,51,Male,Postpaid,6 Months,2,8570.48,6.31,1708,6,4,Credit Card,DSL,None,No,2,No
10365,Zantel,Rukwa,65,Male,Postpaid,24 Months,13,43309.76,45.41,344,7,0,Cash,Mobile Data,Streaming,Yes,0,No
1147,Halotel,Mwanza,59,Male,Prepaid,12 Months,15,43489.29,89.97,3098,0,4,Credit Card,Mobile Data,None,No,2,No
635,Halotel,Arusha,48,Female,Prepaid,6 Months,51,26424.78,33.39,750,4,3,Bank Transfer,Fiber,VPN,No,1,Yes
303,Halotel,Zanzibar,25,Male,Postpaid,1 Month,51,26508.36,56.23,4802,6,9,Bank Transfer,Mobile Data,Streaming,Yes,0,No
7413,Vodacom,Zanzibar,27,Female,Postpaid,6 Months,20,16461.77,53.24,1872,4,7,Mobile Money,None,Cloud Storage,No,2,No
6081,Halotel,Zanzibar,41,Male,Prepaid,1 Month,35,40166.09,18.12,442,3,7,Bank Transfer,Mobile Data,Cloud Storage,Yes,0,Yes
3157,Halotel,Mbeya,62,Female,Postpaid,24 Months,34,40652.42,36.98,2459,9,8,Credit Card,None,Streaming,No,1,No
9940,Tigo,Tanga,55,Female,Prepaid,1 Month,43,15176.62,96.57,3298,2,1,Credit Card,DSL,Cloud Storage,No,0,No
4882,Halotel,Dodoma,19,Female,Prepaid,1 Month,3,32611.38,34.25,3957,5,9,Credit Card,Mobile Data,VPN,Yes,1,No
2230,Vodacom,Tanga,19,Female,Postpaid,6 Months,58,17495.38,93.76,3428,7,4,Mobile Money,Fiber,Cloud Storage,No,2,No
4163,Halotel,Dodoma,28,Female,Postpaid,24 Months,21,28418.18,13.15,1069,6,1,Mobile Money,None,None,No,2,No
6440,Vodacom,Mwanza,25,Male,Postpaid,6 Months,6,5557.9,82.6,2567,3,1,Credit Card,Fiber,VPN,No,0,Yes
6321,Halotel,Dodoma,40,Male,Postpaid,24 Months,7,5366.39,85.94,1266,8,9,Credit Card,None,None,No,1,Yes
